LISTA;CIRCOSCRIZIONE;COLLEGIO PLURINOMINALE;COLLEGIO UNINOMINALE;NUMERO CANDIDATO;CANDIDATO
FORZA ITALIA;SICILIA;SICILIA - 01;04 - AGRIGENTO;;GIAMBRONE VINCENZO 
FORZA ITALIA;SICILIA;SICILIA - 01;05 - GELA;;CANDURA GIOVANNA 
FORZA ITALIA;SICILIA;SICILIA - 02;06 - MESSINA;;PAPATHEU URANIA GIULIA ROSINA 
FORZA ITALIA;SICILIA;SICILIA - 02;07 - ACIREALE;;ATTAGUILE ANGELO 
FORZA ITALIA;SICILIA;SICILIA - 02;08 - CATANIA;;STANCANELLI RAFFAELE 
FORZA ITALIA;SICILIA;SICILIA - 02;09 - SIRACUSA;;MUTI MARIELLA 
FORZA ITALIA;TOSCANA;TOSCANA - 01;TOSCANA - 05 - LUCCA;;MALLEGNI MASSIMO 
FORZA ITALIA;TOSCANA;TOSCANA - 01;01 - FIRENZE ;;BAGNAI ALBERTO 
FORZA ITALIA;TOSCANA;TOSCANA - 01;02 - SESTO FIORENTINO;;SCARPATI STEFANIA 
FORZA ITALIA;TOSCANA;TOSCANA - 01;03 - PRATO;;LA PIETRA PATRIZIO GIACOMO 
FORZA ITALIA;TOSCANA;TOSCANA - 02;04 - AREZZO;;NISINI TIZIANA 
FORZA ITALIA;TOSCANA;TOSCANA - 02;06 - PISA;;SBRANA ROSELLINA 
FORZA ITALIA;TOSCANA;TOSCANA - 02;07 - LIVORNO;;BERARDI ROBERTO 
FORZA ITALIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;01 - BOLZANO/BOZEN;;BESSONE MASSIMO 
FORZA ITALIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;02 - MERANO/MERAN;;GERMONTANI MARIA IDA 
FORZA ITALIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;03 - BRESSANONE/BRIXEN;;TOSS MARIA CRISTINA 
FORZA ITALIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;04 - TRENTO;;DE BERTOLDI ANDREA 
FORZA ITALIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;05 - ROVERETO;;CONZATTI DONATELLA 
FORZA ITALIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;06 - PERGINE VALSUGANA;;TESTOR ELENA 
FORZA ITALIA;UMBRIA;UMBRIA - 01;01 - PERUGIA;;ZAFFINI FRANCESCO 
FORZA ITALIA;UMBRIA;UMBRIA - 01;02 - TERNI;;TESEI DONATELLA 
FORZA ITALIA;VENETO;VENETO - 01;01 - VENEZIA;;ALBERTI MARIA ELISABETTA IN CASELLATI
FORZA ITALIA;VENETO;VENETO - 01;02 - BELLUNO;;FREGOLENT SONIA 
FORZA ITALIA;VENETO;VENETO - 01;03 - TREVISO;;CANDURA MASSIMO 
FORZA ITALIA;VENETO;VENETO - 01;04 - ROVIGO;;TOFFANIN ROBERTA 
FORZA ITALIA;VENETO;VENETO - 02;05 - PADOVA;;DE POLI ANTONIO 
FORZA ITALIA;VENETO;VENETO - 02;06 - BASSANO DEL GRAPPA;;GHEDINI NICCOLO' 
FORZA ITALIA;VENETO;VENETO - 02;07 - VICENZA;;STEFANI ERIKA 
FORZA ITALIA;VENETO;VENETO - 02;08 - VERONA;;TOSATO PAOLO 
FORZA ITALIA;VENETO;VENETO - 02;09 - VILLAFRANCA DI VERONA;;BERTACCO STEFANO 
FRATELLI D'ITALIA CON GIORGIA MELONI;ABRUZZO;ABRUZZO - 01;01 - PESCARA;1;DI NINO ANTONELLA 
FRATELLI D'ITALIA CON GIORGIA MELONI;ABRUZZO;ABRUZZO - 01;02 - L'AQUILA;1;QUAGLIARIELLO GAETANO 
FRATELLI D'ITALIA CON GIORGIA MELONI;BASILICATA;BASILICATA - 01;01 - POTENZA;;PEPE PASQUALE 
FRATELLI D'ITALIA CON GIORGIA MELONI;CALABRIA;CALABRIA - 01;01 - CROTONE;;ALTILIA EMANUELA 
FRATELLI D'ITALIA CON GIORGIA MELONI;CALABRIA;CALABRIA - 01;02 - COSENZA;;CALIGIURI FULVIA MICHELA 
FRATELLI D'ITALIA CON GIORGIA MELONI;CALABRIA;CALABRIA - 01;03 - CATANZARO;;AIELLO PIETRO 
FRATELLI D'ITALIA CON GIORGIA MELONI;CALABRIA;CALABRIA - 01;04 - REGGIO DI CALABRIA;;SICLARI MARCO 
FRATELLI D'ITALIA CON GIORGIA MELONI;CAMPANIA;CAMPANIA - 01;01 - BENEVENTO;;LONARDO ALESSANDRINA 
FRATELLI D'ITALIA CON GIORGIA MELONI;CAMPANIA;CAMPANIA - 01;02 - CASERTA;;PETRENGA GIOVANNA 
FRATELLI D'ITALIA CON GIORGIA MELONI;CAMPANIA;CAMPANIA - 01;03 - AVELLINO;;GALATI GIUSEPPE 
FRATELLI D'ITALIA CON GIORGIA MELONI;CAMPANIA;CAMPANIA - 02;04 - GIUGLIANO IN CAMPANIA;;BENEDUCE FLORA 
FRATELLI D'ITALIA CON GIORGIA MELONI;CAMPANIA;CAMPANIA - 02;06 - CASORIA;;ROMANO GIUSEPPE DETTO GIOSY
FRATELLI D'ITALIA CON GIORGIA MELONI;CAMPANIA;CAMPANIA - 02;07 - NAPOLI - CIRCOSCRIZIONE 7 SAN CARLO ALL'ARENA;;GUANGI SALVATORE 
FRATELLI D'ITALIA CON GIORGIA MELONI;CAMPANIA;CAMPANIA - 02;08 - NAPOLI - CIRCOSCRIZIONE 19 FUORIGROTTA;;RUSSO ANGELA 
FRATELLI D'ITALIA CON GIORGIA MELONI;CAMPANIA;CAMPANIA - 03;05 - PORTICI;;TESTA NUNZIO FRANCESCO 
FRATELLI D'ITALIA CON GIORGIA MELONI;CAMPANIA;CAMPANIA - 03;09 - TORRE DEL GRECO;;RIVELLINI CRESCENZIO 
FRATELLI D'ITALIA CON GIORGIA MELONI;CAMPANIA;CAMPANIA - 03;10 - SALERNO;;MARRAZZO PASQUALE 
FRATELLI D'ITALIA CON GIORGIA MELONI;CAMPANIA;CAMPANIA - 03;11 - BATTIPAGLIA;;SPINELLI COSTABILE 
FRATELLI D'ITALIA CON GIORGIA MELONI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;01 - RIMINI;;BARBONI ANTONIO 
FRATELLI D'ITALIA CON GIORGIA MELONI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;02 - RAVENNA;;ALBERGHINI MASSIMILIANO 
FRATELLI D'ITALIA CON GIORGIA MELONI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;03 - FERRARA;;BALBONI ALBERTO 
FRATELLI D'ITALIA CON GIORGIA MELONI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;04 - BOLOGNA;;BRUNELLI ELISABETTA 
FRATELLI D'ITALIA CON GIORGIA MELONI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;05 - MODENA;;CORTI STEFANO 
FRATELLI D'ITALIA CON GIORGIA MELONI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;06 - REGGIO NELL'EMILIA ;;BELLOCCHI CLAUDIA 
FRATELLI D'ITALIA CON GIORGIA MELONI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;07 - PARMA;;SAPONARA MARIA 
FRATELLI D'ITALIA CON GIORGIA MELONI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;08 - PIACENZA;;PISANI PIETRO 
FRATELLI D'ITALIA CON GIORGIA MELONI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;2;STABILE LAURA 
FRATELLI D'ITALIA CON GIORGIA MELONI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;2;CIRIANI LUCA 
FRATELLI D'ITALIA CON GIORGIA MELONI;LAZIO;LAZIO - 01;01 - ROMA - QUARTIERE GIANICOLENSE;;IADICICCO FEDERICO 
FRATELLI D'ITALIA CON GIORGIA MELONI;LAZIO;LAZIO - 01;02 - ROMA - QUARTIERE TUSCOLANO;;CACCIAMANI MARIA GRAZIA 
FRATELLI D'ITALIA CON GIORGIA MELONI;LAZIO;LAZIO - 01;03 - ROMA - QUARTIERE PORTUENSE;;BINETTI PAOLA 
FRATELLI D'ITALIA CON GIORGIA MELONI;LAZIO;LAZIO - 02;04 - ROMA - QUARTIERE COLLATINO;;MENNUNI LAVINIA 
FRATELLI D'ITALIA CON GIORGIA MELONI;LAZIO;LAZIO - 02;05 - VITERBO;;BATTISTONI FRANCESCO 
FRATELLI D'ITALIA CON GIORGIA MELONI;LAZIO;LAZIO - 02;06 - GUIDONIA MONTECELIO;;FUSCO UMBERTO 
FRATELLI D'ITALIA CON GIORGIA MELONI;LAZIO;LAZIO - 03;07 - FROSINONE;;RUSPANDINI MASSIMO 
FRATELLI D'ITALIA CON GIORGIA MELONI;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;;REGIMENTI LUISA 
FRATELLI D'ITALIA CON GIORGIA MELONI;LAZIO;LAZIO - 03;09 - LATINA;;FAZZONE CLAUDIO 
FRATELLI D'ITALIA CON GIORGIA MELONI;LAZIO;LAZIO - 03;10 - VELLETRI;;SACCONE ANTONIO 
FRATELLI D'ITALIA CON GIORGIA MELONI;LIGURIA;LIGURIA - 01;01 - SAVONA;;RIPAMONTI PAOLO 
FRATELLI D'ITALIA CON GIORGIA MELONI;LIGURIA;LIGURIA - 01;02 - GENOVA - UNITÀ URBANISTICA SAN FRUTTUOSO;;VACCAREZZA ANGELO 
FRATELLI D'ITALIA CON GIORGIA MELONI;LIGURIA;LIGURIA - 01;03 - GENOVA - LA SPEZIA;;PUCCIARELLI STEFANIA 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 01;16 - PAVIA;;CENTINAIO GIAN MARCO 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 01;17 - CREMONA;;GARNERO SANTANCHE' DANIELA 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 01;18 - MANTOVA;;RAUTI ISABELLA 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 02;12 - BERGAMO;;GALLONE MARIA ALESSANDRA 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 02;13 - TREVIGLIO;;PERGREFFI SIMONA 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 02;14 - BRESCIA;;PAROLI ADRIANO 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 02;15 - LUMEZZANE;;BORGHESI STEFANO 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 03;08 - LECCO;;FAGGI ANTONELLA 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 03;09 - CANTÙ;;RONZULLI LICIA 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 03;10 - COMO;;RIVOLTA ERICA 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 03;11 - VARESE;;CANDIANI STEFANO 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 04;01 - MILANO - AREA STATISTICA 84;;PAGLIUCA LUIGI 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 04;02 - MILANO - AREA STATISTICA 74;;CANTU' MARIA CRISTINA 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 04;03 - MILANO - LEGNANO;;SCIASCIA SALVATORE 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 04;04 - ROZZANO;;LA RUSSA IGNAZIO BENITO MARIA 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 05;05 - COLOGNO MONZESE;;PELLEGRINI EMANUELE 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 05;06 - MONZA;;CRAXI STEFANIA GABRIELLA ANASTASIA 
FRATELLI D'ITALIA CON GIORGIA MELONI;LOMBARDIA;LOMBARDIA - 05;07 - SESTO SAN GIOVANNI;;ROMANI PAOLO 
FRATELLI D'ITALIA CON GIORGIA MELONI;MARCHE;MARCHE - 01;01 - PESARO;12;BONFRISCO ANNA 
FRATELLI D'ITALIA CON GIORGIA MELONI;MARCHE;MARCHE - 01;02 - ANCONA;12;PAZZAGLINI GIULIANO 
FRATELLI D'ITALIA CON GIORGIA MELONI;MARCHE;MARCHE - 01;03 - ASCOLI PICENO;12;CIRIACI GRAZIELLA 
FRATELLI D'ITALIA CON GIORGIA MELONI;MOLISE;MOLISE - 01;01 - CAMPOBASSO;;IORIO ANGELO MICHELE 
FRATELLI D'ITALIA CON GIORGIA MELONI;PIEMONTE;PIEMONTE - 01;01 - SETTIMO TORINESE;8;TIRABOSCHI MARIA VIRGINIA 
FRATELLI D'ITALIA CON GIORGIA MELONI;PIEMONTE;PIEMONTE - 01;02 - MONCALIERI ;8;CASOLATI MARZIA 
FRATELLI D'ITALIA CON GIORGIA MELONI;PIEMONTE;PIEMONTE - 01;03 - TORINO - COLLEGNO;8;FERRERO ROBERTA 
FRATELLI D'ITALIA CON GIORGIA MELONI;PIEMONTE;PIEMONTE - 01;04 - TORINO - ZONA STATISTICA 61;8;GOBETTI PAOLA 
FRATELLI D'ITALIA CON GIORGIA MELONI;PIEMONTE;PIEMONTE - 02;05 - NOVARA;8;NASTRI GAETANO 
FRATELLI D'ITALIA CON GIORGIA MELONI;PIEMONTE;PIEMONTE - 02;06 - VERCELLI;8;PICHETTO FRATIN GILBERTO 
FRATELLI D'ITALIA CON GIORGIA MELONI;PIEMONTE;PIEMONTE - 02;07 - ALESSANDRIA;8;BERUTTI MASSIMO VITTORIO 
FRATELLI D'ITALIA CON GIORGIA MELONI;PIEMONTE;PIEMONTE - 02;08 - CUNEO;8;PEROSINO MARCO 
FRATELLI D'ITALIA CON GIORGIA MELONI;PUGLIA;PUGLIA - 01;01 - BARI;9;MELCHIORRE FILIPPO 
FRATELLI D'ITALIA CON GIORGIA MELONI;PUGLIA;PUGLIA - 01;02 - ALTAMURA;9;MINUTO ANNA CARMELA 
FRATELLI D'ITALIA CON GIORGIA MELONI;PUGLIA;PUGLIA - 01;03 - ANDRIA;9;SILVESTRIS SERGIO PAOLO FRANCESCO 
FRATELLI D'ITALIA CON GIORGIA MELONI;PUGLIA;PUGLIA - 01;08 - FOGGIA;9;SPEZZATI ANTONELLA 
FRATELLI D'ITALIA CON GIORGIA MELONI;PUGLIA;PUGLIA - 02;04 - BRINDISI;9;SCATIGNA TOMMASO 
FRATELLI D'ITALIA CON GIORGIA MELONI;PUGLIA;PUGLIA - 02;05 - LECCE;8;VITALI LUIGI 
FRATELLI D'ITALIA CON GIORGIA MELONI;PUGLIA;PUGLIA - 02;06 - NARDÒ;9;CARIDDI LUCIANO 
FRATELLI D'ITALIA CON GIORGIA MELONI;PUGLIA;PUGLIA - 02;07 - TARANTO;9;FRANCAVILLA MARIA 
FRATELLI D'ITALIA CON GIORGIA MELONI;SARDEGNA;SARDEGNA - 01;01 - CAGLIARI;6;BASCIU MARIA CHIARA 
FRATELLI D'ITALIA CON GIORGIA MELONI;SARDEGNA;SARDEGNA - 01;02 - NUORO;6;PALERMO LORENZO 
FRATELLI D'ITALIA CON GIORGIA MELONI;SARDEGNA;SARDEGNA - 01;03 - SASSARI;6;MORO ANTONIO 
FRATELLI D'ITALIA CON GIORGIA MELONI;SICILIA;SICILIA - 01;01 - PALERMO - RESUTTANA-SAN LORENZO;;TANTILLO GIULIO 
FRATELLI D'ITALIA CON GIORGIA MELONI;SICILIA;SICILIA - 01;02 - PALERMO - BAGHERIA;;BONAFEDE ESTERINA 
FRATELLI D'ITALIA CON GIORGIA MELONI;SICILIA;SICILIA - 01;03 - MARSALA;;SCILLA ANTONINO 
FRATELLI D'ITALIA CON GIORGIA MELONI;SICILIA;SICILIA - 01;04 - AGRIGENTO;;GIAMBRONE VINCENZO 
FRATELLI D'ITALIA CON GIORGIA MELONI;SICILIA;SICILIA - 01;05 - GELA;;CANDURA GIOVANNA 
FRATELLI D'ITALIA CON GIORGIA MELONI;SICILIA;SICILIA - 02;06 - MESSINA;;PAPATHEU URANIA GIULIA ROSINA 
FRATELLI D'ITALIA CON GIORGIA MELONI;SICILIA;SICILIA - 02;07 - ACIREALE;;ATTAGUILE ANGELO 
FRATELLI D'ITALIA CON GIORGIA MELONI;SICILIA;SICILIA - 02;08 - CATANIA;;STANCANELLI RAFFAELE 
FRATELLI D'ITALIA CON GIORGIA MELONI;SICILIA;SICILIA - 02;09 - SIRACUSA;;MUTI MARIELLA 
FRATELLI D'ITALIA CON GIORGIA MELONI;TOSCANA;TOSCANA - 01;TOSCANA - 05 - LUCCA;;MALLEGNI MASSIMO 
FRATELLI D'ITALIA CON GIORGIA MELONI;TOSCANA;TOSCANA - 01;01 - FIRENZE ;;BAGNAI ALBERTO 
FRATELLI D'ITALIA CON GIORGIA MELONI;TOSCANA;TOSCANA - 01;02 - SESTO FIORENTINO;;SCARPATI STEFANIA 
FRATELLI D'ITALIA CON GIORGIA MELONI;TOSCANA;TOSCANA - 01;03 - PRATO;;LA PIETRA PATRIZIO GIACOMO 
FRATELLI D'ITALIA CON GIORGIA MELONI;TOSCANA;TOSCANA - 02;04 - AREZZO;;NISINI TIZIANA 
FRATELLI D'ITALIA CON GIORGIA MELONI;TOSCANA;TOSCANA - 02;06 - PISA;;SBRANA ROSELLINA 
FRATELLI D'ITALIA CON GIORGIA MELONI;TOSCANA;TOSCANA - 02;07 - LIVORNO;;BERARDI ROBERTO 
FRATELLI D'ITALIA CON GIORGIA MELONI;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;01 - BOLZANO/BOZEN;;BESSONE MASSIMO 
FRATELLI D'ITALIA CON GIORGIA MELONI;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;02 - MERANO/MERAN;;GERMONTANI MARIA IDA 
FRATELLI D'ITALIA CON GIORGIA MELONI;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;03 - BRESSANONE/BRIXEN;;TOSS MARIA CRISTINA 
FRATELLI D'ITALIA CON GIORGIA MELONI;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;04 - TRENTO;;DE BERTOLDI ANDREA 
FRATELLI D'ITALIA CON GIORGIA MELONI;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;05 - ROVERETO;;CONZATTI DONATELLA 
FRATELLI D'ITALIA CON GIORGIA MELONI;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;06 - PERGINE VALSUGANA;;TESTOR ELENA 
FRATELLI D'ITALIA CON GIORGIA MELONI;UMBRIA;UMBRIA - 01;01 - PERUGIA;;ZAFFINI FRANCESCO 
FRATELLI D'ITALIA CON GIORGIA MELONI;UMBRIA;UMBRIA - 01;02 - TERNI;;TESEI DONATELLA 
FRATELLI D'ITALIA CON GIORGIA MELONI;VENETO;VENETO - 01;01 - VENEZIA;;ALBERTI MARIA ELISABETTA IN CASELLATI
FRATELLI D'ITALIA CON GIORGIA MELONI;VENETO;VENETO - 01;02 - BELLUNO;;FREGOLENT SONIA 
FRATELLI D'ITALIA CON GIORGIA MELONI;VENETO;VENETO - 01;03 - TREVISO;;CANDURA MASSIMO 
FRATELLI D'ITALIA CON GIORGIA MELONI;VENETO;VENETO - 01;04 - ROVIGO;;TOFFANIN ROBERTA 
FRATELLI D'ITALIA CON GIORGIA MELONI;VENETO;VENETO - 02;05 - PADOVA;;DE POLI ANTONIO 
FRATELLI D'ITALIA CON GIORGIA MELONI;VENETO;VENETO - 02;06 - BASSANO DEL GRAPPA;;GHEDINI NICCOLO' 
FRATELLI D'ITALIA CON GIORGIA MELONI;VENETO;VENETO - 02;07 - VICENZA;;STEFANI ERIKA 
FRATELLI D'ITALIA CON GIORGIA MELONI;VENETO;VENETO - 02;08 - VERONA;;TOSATO PAOLO 
FRATELLI D'ITALIA CON GIORGIA MELONI;VENETO;VENETO - 02;09 - VILLAFRANCA DI VERONA;;BERTACCO STEFANO 
GRANDE NORD;PIEMONTE;PIEMONTE - 01;01 - SETTIMO TORINESE;2;CAMOLETTO MONICA 
GRANDE NORD;PIEMONTE;PIEMONTE - 01;02 - MONCALIERI ;2;ROTELLA MARIAGRAZIA 
GRANDE NORD;PIEMONTE;PIEMONTE - 01;03 - TORINO - COLLEGNO;2;COMAN GRIGORE 
GRANDE NORD;PIEMONTE;PIEMONTE - 01;04 - TORINO - ZONA STATISTICA 61;2;HAJRI AFERDITA 
GRANDE NORD;PIEMONTE;PIEMONTE - 02;05 - NOVARA;2;ROSSO BIAGIO 
GRANDE NORD;PIEMONTE;PIEMONTE - 02;06 - VERCELLI;2;LAGUZZI LISETTA VEDOVA SANDRONI
GRANDE NORD;PIEMONTE;PIEMONTE - 02;07 - ALESSANDRIA;2;POZZI MATTEO 
GRANDE NORD;PIEMONTE;PIEMONTE - 02;08 - CUNEO;2;SIDARI TONINO 
GRANDE NORD;VENETO;VENETO - 01;01 - VENEZIA;;CALLEGARI CORRADO 
GRANDE NORD;VENETO;VENETO - 01;02 - BELLUNO;;GIURIN PAOLA 
GRANDE NORD;VENETO;VENETO - 01;03 - TREVISO;;TANA GIORGIO 
GRANDE NORD;VENETO;VENETO - 01;04 - ROVIGO;;MALASPINA MASSIMILIANO 
GRANDE NORD;VENETO;VENETO - 02;05 - PADOVA;;GOTTARDO MARIAMADDALENA 
GRANDE NORD;VENETO;VENETO - 02;06 - BASSANO DEL GRAPPA;;CAROLLO LUISA 
GRANDE NORD;VENETO;VENETO - 02;07 - VICENZA;;CALGARO GIUSEPPE 
GRANDE NORD;VENETO;VENETO - 02;08 - VERONA;;SANDRIN MARIA CRISTINA DETTA SIORA GINA
GRANDE NORD;VENETO;VENETO - 02;09 - VILLAFRANCA DI VERONA;;SIVIERO BRUNO LEANDRO 
IL POPOLO DELLA FAMIGLIA;ABRUZZO;ABRUZZO - 01;01 - PESCARA;4;D'INGEO ANDREA 
IL POPOLO DELLA FAMIGLIA;ABRUZZO;ABRUZZO - 01;02 - L'AQUILA;4;LUPI SIMONA 
IL POPOLO DELLA FAMIGLIA;BASILICATA;BASILICATA - 01;01 - POTENZA;;PEZZULLO ANGELICA 
IL POPOLO DELLA FAMIGLIA;CALABRIA;CALABRIA - 01;01 - CROTONE;;GIOIA CARMINE 
IL POPOLO DELLA FAMIGLIA;CALABRIA;CALABRIA - 01;02 - COSENZA;;VOLPENTESTA SUSANNE 
IL POPOLO DELLA FAMIGLIA;CALABRIA;CALABRIA - 01;03 - CATANZARO;;CICONTE ANGELA 
IL POPOLO DELLA FAMIGLIA;CALABRIA;CALABRIA - 01;04 - REGGIO DI CALABRIA;;FILIPPELLI ORAZIO STEFANO GIOVANNI 
IL POPOLO DELLA FAMIGLIA;CAMPANIA;CAMPANIA - 01;01 - BENEVENTO;;MELE LUISA 
IL POPOLO DELLA FAMIGLIA;CAMPANIA;CAMPANIA - 01;02 - CASERTA;;CANDALINO FABIO 
IL POPOLO DELLA FAMIGLIA;CAMPANIA;CAMPANIA - 01;03 - AVELLINO;;DONATIELLO MARIA 
IL POPOLO DELLA FAMIGLIA;CAMPANIA;CAMPANIA - 02;04 - GIUGLIANO IN CAMPANIA;;CASALE BENIAMINO 
IL POPOLO DELLA FAMIGLIA;CAMPANIA;CAMPANIA - 02;06 - CASORIA;;DI DONATO ADRIANA 
IL POPOLO DELLA FAMIGLIA;CAMPANIA;CAMPANIA - 02;07 - NAPOLI - CIRCOSCRIZIONE 7 SAN CARLO ALL'ARENA;;DI MARINO SALVATORE 
IL POPOLO DELLA FAMIGLIA;CAMPANIA;CAMPANIA - 02;08 - NAPOLI - CIRCOSCRIZIONE 19 FUORIGROTTA;;DE SANCTIS FRANCESCA 
IL POPOLO DELLA FAMIGLIA;CAMPANIA;CAMPANIA - 03;05 - PORTICI;;CHIANESE DOMENICO 
IL POPOLO DELLA FAMIGLIA;CAMPANIA;CAMPANIA - 03;09 - TORRE DEL GRECO;;ERRICO JESSICA 
IL POPOLO DELLA FAMIGLIA;CAMPANIA;CAMPANIA - 03;10 - SALERNO;;GAMBARDELLA ALFONSO 
IL POPOLO DELLA FAMIGLIA;CAMPANIA;CAMPANIA - 03;11 - BATTIPAGLIA;;CERSOSIMO RICCARDO MARIA ANTONIO BIAGIO 
IL POPOLO DELLA FAMIGLIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;01 - RIMINI;;PERRINI SERGIO AURELIO 
IL POPOLO DELLA FAMIGLIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;02 - RAVENNA;;BABINI GIAN PAOLO 
IL POPOLO DELLA FAMIGLIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;03 - FERRARA;;MORGANTI ROSA MARIA 
IL POPOLO DELLA FAMIGLIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;04 - BOLOGNA;;STAMPACCHIA GIULIA 
IL POPOLO DELLA FAMIGLIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;05 - MODENA;;ZANI MARCO 
IL POPOLO DELLA FAMIGLIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;06 - REGGIO NELL'EMILIA ;;ONORVIL MARIA 
IL POPOLO DELLA FAMIGLIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;07 - PARMA;;SPANO' ISABELLA 
IL POPOLO DELLA FAMIGLIA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;08 - PIACENZA;;MELANDRI VITTORIO 
IL POPOLO DELLA FAMIGLIA;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;8;FRAGIACOMO MANUELA 
IL POPOLO DELLA FAMIGLIA;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;8;LINCETTO LANFRANCO 
IL POPOLO DELLA FAMIGLIA;LAZIO;LAZIO - 01;01 - ROMA - QUARTIERE GIANICOLENSE;;ADINOLFI MARIO 
IL POPOLO DELLA FAMIGLIA;LAZIO;LAZIO - 01;02 - ROMA - QUARTIERE TUSCOLANO;;RAUCCI BERNARDA 
IL POPOLO DELLA FAMIGLIA;LAZIO;LAZIO - 01;03 - ROMA - QUARTIERE PORTUENSE;;MASTROBUONO GUIDO 
IL POPOLO DELLA FAMIGLIA;LAZIO;LAZIO - 02;04 - ROMA - QUARTIERE COLLATINO;;MARINETTI MARIA RITA 
IL POPOLO DELLA FAMIGLIA;LAZIO;LAZIO - 02;05 - VITERBO;;ROCCHI MARCO 
IL POPOLO DELLA FAMIGLIA;LAZIO;LAZIO - 02;06 - GUIDONIA MONTECELIO;;SESTAN TIZIANA 
IL POPOLO DELLA FAMIGLIA;LAZIO;LAZIO - 03;07 - FROSINONE;;LA VERGA FRANCESCA ANTONINA 
IL POPOLO DELLA FAMIGLIA;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;;SASSO EMILIO 
